,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 777 Richards Street,"$699,000",1,1,Built in 2016 (4 yrs old),"$2,016",$433,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Inside Unit,R2516516,Elaine Wu PREC*,LeHomes Realty Premier,46 Days on REW,Drapes/window Coverings,"Air Conditioning, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, Oudoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,,,,,
2402 128 W Cordova Street,"$979,000",2,2,Built in 2009 (11 yrs old),"$2,879",$677,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Upper Unit,R2516450,Pansy Yeung PREC*,RE/MAX Crest Realty,47 Days on REW,"Drapes/window Coverings, Garage Door Opener, Other - See Remarks, Oven - Built In, Smoke Alarm","Central Location, Gated Complex, Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Concierge, Exercise Centre, In Suite Laundry, Recreation Center, Swirlpool/Hot Tub",,,,,,,,,,,,
704 989 Nelson Street,"$625,000",2,1,Built in 1995 (25 yrs old),"$1,459",$425,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Upper Unit,R2514939,Michelle Comens PREC*,RE/MAX Crest Realty,53 Days on REW,Air Conditioning,"Central Location, Marina Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Central Airconditioning, Concierge, Elevator, Recreation Center, Sauna/Steam Room, Storage",Yes,,,,,,,,,,,
1505 1255 Seymour Street,"$610,000",1,1,Built in 2008 (12 yrs old),"$1,545",$344,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Upper Unit,R2514547,Janette Fricker PREC*,Rennie & Associates Realty Ltd.,54 Days on REW,Smoke Alarm,"Central Location, Lane Access, Marina Nearby, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Garden, In Suite Laundry, Playground, Recreation Center, Sauna/Steam Room",,,,,,,,,,,,
1401 1205 Howe Street,"$1,448,000",2,2,Built in 2010 (10 yrs old),"$3,961",$725,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Upper Unit,R2514021,Andreas Nystrom,RE/MAX Crest Realty,Mauricio Vasquez,Prompton Real Estate Serv.Inc.,55 Days on REW,Sprinkler - Fire,Air Conditioning,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Club House",1,Yes,,,,,,,,
1806 128 W Cordova Street,"$999,999",2,2,Built in 2009 (11 yrs old),"$3,012",$714,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,Corner Unit,R2513505,Dave Jenkins,Behroyan & Associates Real Estate Services,Shayan Madani,Behroyan & Associates Real Estate Services,58 Days on REW,"Smoke Alarm, Sprinkler - Fire","Central Location, Lane Access, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Swirlpool/Hot Tub",,,,,,,,,,
505 788 Hamilton Street,"$670,000",1,1,Built in 2009 (11 yrs old),"$1,738",$300,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2512181,Sherry Liu,RE/MAX Crest Realty,Maggie Zhu PREC*,RE/MAX Crest Realty,60 Days on REW,"Drapes/window Coverings, Garage Door Opener","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Swirlpool/Hot Tub",,,,,,,,,,,
505 788 Hamilton Street,"$670,000",1,1,Built in 2009 (11 yrs old),"$1,738",$300,Vancouver West,Downtown West,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2512181,Sherry Liu,RE/MAX Crest Realty,Maggie Zhu PREC*,RE/MAX Crest Realty,60 Days on REW,"Drapes/window Coverings, Garage Door Opener","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Swirlpool/Hot Tub",,,,,,,,,,,
1339 W 7th Avenue,"$1,269,900",2,3,Built in 1994 (26 yrs old),"$2,992",$707,Vancouver West,Fairview,Townhouse,Freehold Strata,2 Storey,R2517626,Blake Chancey PREC*,RE/MAX City Realty,41 Days on REW,"Central Location, Lane Access, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Storage",1,,,,,,,,,,,,
301 929 W 16th Avenue,"$899,900",3,2,Built in 1996 (24 yrs old),"$2,280",$514,Vancouver West,Fairview,Apt/Condo,Freehold Strata,"Corner Unit,End Unit,Upper Unit",R2523490,Devon Owen PREC*,Royal Pacific Realty Corp.,13 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Bike Room, Elevator, Garden, In Suite Laundry",,,,,,,,,,,,,,
731 W 17th Avenue,"$3,838,000",4,8,33 ft x 122 ft (4019 ft²),Built in 2018 (2 yrs old),"$10,195",Vancouver West,Fairview,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2524785,Michelle Yu PREC*,RE/MAX Real Estate Services,5 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Lane Access, Oven - Built In, Security System, Smoke Alarm, Sprinkler - Fire, Vacuum - Built In","Air Conditioning, Recreation Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,,,,,
7 939 W 7th Avenue,"$799,900",2,2,Built in 1987 (33 yrs old),"$1,731",$312,Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2524336,Kelsie Struch PREC*,Stilhavn Real Estate Services,Morgan Duvernet PREC*,Stilhavn Real Estate Services,9 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Storage",1,,,,,,,,,,
844 W 7th Avenue,"$1,399,000",3,2,Built in 1980 (40 yrs old),"$3,484",$446,Vancouver West,Fairview,Townhouse,Freehold Strata,3 Storey,R2523692,Matt Kerr PREC*,Stilhavn Real Estate Services,13 Days on REW,"Central Location, Lane Access, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,,,,,,
301 929 W 16th Avenue,"$899,900",3,2,Built in 1996 (24 yrs old),"$2,280",$514,Vancouver West,Fairview,Apt/Condo,Freehold Strata,"Corner Unit,End Unit,Upper Unit",R2523490,Devon Owen PREC*,Royal Pacific Realty Corp.,13 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Bike Room, Elevator, Garden, In Suite Laundry",,,,,,,,,,,,,,
306 1250 W 12th Avenue,"$578,000",1,1,Built in 1976 (44 yrs old),"$1,305",$354,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Corner Unit,R2522792,Andrew Hasman,RE/MAX Andrew Hasman,18 Days on REW,Drapes/window Coverings,"Central Location, Lane Access, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Storage",1,,,,,,,,,,,
11 1266 W 6th Avenue,"$829,000",2,2,Built in 1983 (37 yrs old),"$2,283",$419,Vancouver West,Fairview,Townhouse,Freehold Strata,"2 Storey,Inside Unit",R2522633,Andrew Hasman,RE/MAX Andrew Hasman,19 Days on REW,"Drapes/window Coverings, Garage Door Opener","Central Location, Lane Access, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, In Suite Laundry, Storage",1,,,,,,,,,,,
802 1355 W Broadway,"$2,198,000",2,2,Built in 1989 (31 yrs old),"$4,837",$843,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Corner Unit,R2521686,Jamie Clerkson,RE/MAX Select Properties,24 Days on REW,"Garage Door Opener, Oven - Built In","Central Location, Recreation Nearby, Shopping Nearby","Range Top, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Garden, In Suite Laundry",1,,,,,,,,,,,
404 1633 W 8th Avenue,"$629,000",1,1,Built in 1994 (26 yrs old),"$1,627",$334,Vancouver West,Fairview,Apt/Condo,Freehold Strata,"Inside Unit,Other",R2519388,Maria Kritikos,Faith Wilson Group,34 Days on REW,"Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Storage",,,,,,,,,,,,,
1783 W 16th Avenue,"$1,450,000",3,2,Built in 2020 (0 yrs old),"$1,000",$294,Vancouver West,Fairview,Townhouse,Freehold Strata,2 Storey,R2518940,Ken Chong PREC*,Macdonald Realty,James McKenny,Macdonald Realty,37 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Smoke Alarm, Sprinkler - Fire, Sprinkler - Inground","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,,,,,
305 555 W 14th Avenue,"$749,800",2,1,Built in 1984 (36 yrs old),"$1,951",$329,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Upper Unit,R2517760,Brandon Gee-Moore PREC*,RE/MAX Crest Realty,41 Days on REW,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, In Suite Laundry, Swirlpool/Hot Tub, Wheelchair Access",1,,,,,,,,,,,
1110 W 15th Avenue,"$1,998,000",3,2,0 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver West,Fairview,Duplex,Freehold Strata,3 Storey,R2517748,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,41 Days on REW,Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Garden",2,Yes,,,,,,,,
1112 W 15th Avenue,"$2,198,000",3,3,0 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver West,Fairview,Duplex,Freehold Strata,Reverse 2 Storey,R2517749,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,41 Days on REW,Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Garden",2,Yes,,,,,,,,
1339 W 7th Avenue,"$1,269,900",2,3,Built in 1994 (26 yrs old),"$2,992",$707,Vancouver West,Fairview,Townhouse,Freehold Strata,2 Storey,R2517626,Blake Chancey PREC*,RE/MAX City Realty,41 Days on REW,"Central Location, Lane Access, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Storage",1,,,,,,,,,,,,
309 1476 W 10th Avenue,"$549,900",1,1,Built in 1981 (39 yrs old),"$1,401",$264,Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2516834,Tony Ioannou,Dexter Realty,Kelley Lindahl,Dexter Realty,45 Days on REW,"Drapes/window Coverings, Garage Door Opener","Adult Oriented, Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, In Suite Laundry, Wheelchair Access",,,,,,,,,,
212 1045 W 8th Avenue,"$699,000",2,1,Built in 1986 (34 yrs old),"$1,365",$293,Vancouver West,Fairview,Apt/Condo,Freehold Strata,2 Storey,R2515845,Morgan Browne PREC*,Oakwyn Realty Downtown Ltd.,48 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,"Garden, Storage",,,,,,,,,,,,,,
403 1690 W 8th Avenue,"$778,000",1,1,Built in 2008 (12 yrs old),"$2,150",$351,Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2514142,Karim Virani,Virani Real Estate Advisors,Haneef Virani PREC*,Virani Real Estate Advisors,55 Days on REW,"Central Location, Lane Access, Recreation Nearby, Shopping Nearby, Treed",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry, Playground",1,,,,,,,,,,
1101 1633 W 8th Avenue,"$848,800",2,2,Built in 1993 (27 yrs old),"$2,449",$474,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Upper Unit,R2513432,Bev Thompson,RE/MAX Oceanview Realty,58 Days on REW,Garage Door Opener,"Central Location, Lane Access, Marina Nearby, Paved Road, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Storage",1,,,,,,,,,,,
3188 Burrard Street,"$1,599,000",2,3,Built in 2020 (0 yrs old),"$1,000",$319,Vancouver West,Fairview,Townhouse,Freehold Strata,2 Storey,R2512017,James McKenny,Macdonald Realty,Ken Chong PREC*,Macdonald Realty,61 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Smoke Alarm, Sprinkler - Fire, Sprinkler - Inground","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,,,,,
408 503 W 16th Avenue,"$1,150,000",3,2,Built in 1993 (27 yrs old),"$2,961",$546,Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2511733,Faith Wilson,Faith Wilson Group,65 Days on REW,"Drapes/window Coverings, Garage Door Opener, Pantry","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, In Suite Laundry, Indoor Pool, Playground, Sauna/Steam Room, Swirlpool/Hot Tub",,,,,,,,,,,,
301 929 W 16th Avenue,"$899,900",3,2,Built in 1996 (24 yrs old),"$2,280",$514,Vancouver West,Fairview,Apt/Condo,Freehold Strata,"Corner Unit,End Unit,Upper Unit",R2523490,Devon Owen PREC*,Royal Pacific Realty Corp.,13 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Bike Room, Elevator, Garden, In Suite Laundry",,,,,,,,,,,,,,
900 1235 W Broadway,"$2,680,000",3,3,Built in 1989 (31 yrs old),"$6,381",$986,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Penthouse,R2499755,Charles Filer PREC*,Vancouver Luxury Realty,Baxter Welch PREC*,Vancouver Luxury Realty,100 Days on REW,Smoke Alarm,"Recreation Nearby, Shopping Nearby",Clothes Washer/Dryer,"Elevator, In Suite Laundry, Sauna/Steam Room",1,,,,,,,,,
104 1445 Marpole Avenue,"$469,000",1,1,Built in 1952 (68 yrs old),"$1,198",$265,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Inside Unit,R2510923,Stacey Davidson,RE/MAX Westcoast,67 Days on REW,"Drapes/window Coverings, Oven - Built In","Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Range Top, Refrigerator","Bike Room, Elevator, Garden, Shared Laundry, Storage",,,,,,,,,,,,
Ph 401 2968 Birch Street,"$5,580,000",3,3,Built in 2020 (0 yrs old),$0,"$2,582",Vancouver West,Fairview,Apt/Condo,Freehold Strata,"1 Storey,Penthouse",R2509189,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",73 Days on REW,Air Conditioning,"Central Location, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Central Airconditioning, In Suite Laundry",2,Yes,,,,,,,,,,
301 2968 Birch Street,"$3,565,000",2,3,Built in 2020 (0 yrs old),$0,"$1,765",Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2509195,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",73 Days on REW,Air Conditioning,"Central Location, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Central Airconditioning, In Suite Laundry",1,Yes,,,,,,,,,,
201 2968 Birch Street,"$3,487,500",2,3,Built in 2020 (0 yrs old),$0,"$1,765",Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2508815,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",73 Days on REW,Air Conditioning,"Central Location, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Central Airconditioning, In Suite Laundry",1,Yes,,,,,,,,,,
101 2968 Birch Street,"$3,366,000",2,3,Built in 2020 (0 yrs old),$0,"$1,709",Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2508314,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",74 Days on REW,Air Conditioning,"Central Location, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Central Airconditioning, In Suite Laundry",1,Yes,,,,,,,,,,
301 1510 W 6th Avenue,"$2,588,000",3,3,Built in 2018 (2 yrs old),"$6,562","$1,732",Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2505016,Ruthie Shugarman PREC*,Dexter Realty,Paige Kraft PREC*,Dexter Realty,86 Days on REW,"Drapes/window Coverings, Fireplace Insert, Sprinkler - Fire","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Elevator",1,,,,,,,,,,
1553 W 8th Avenue,"$1,599,900",2,2,Built in 2018 (2 yrs old),"$3,947",$636,Vancouver West,Fairview,Townhouse,Freehold Strata,"1 Storey,Ground Level Unit",R2500773,Ken Leong PREC*,Oakwyn Realty Downtown Ltd.,Mary Porohowski,Oakwyn Realty Downtown Ltd.,96 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm","Central Location, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator","Bike Room, Central Airconditioning, Elevator, Garden, In Suite Laundry",Yes,,,,,,,,,
900 1235 W Broadway,"$2,680,000",3,3,Built in 1989 (31 yrs old),"$6,381",$986,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Penthouse,R2499755,Charles Filer PREC*,Vancouver Luxury Realty,Baxter Welch PREC*,Vancouver Luxury Realty,100 Days on REW,Smoke Alarm,"Recreation Nearby, Shopping Nearby",Clothes Washer/Dryer,"Elevator, In Suite Laundry, Sauna/Steam Room",1,,,,,,,,,
201 977 W 8th Avenue,"$2,850,000",2,2,Built in 2007 (13 yrs old),"$6,902","$1,442",Vancouver West,Fairview,Apt/Condo,Freehold Strata,"1 Storey,End Unit",Heat Recovery Ventilator,R2498549,Kevin Frank PREC*,Engel & Volkers Vancouver,Nadia Pasic,Engel & Volkers Vancouver,103 Days on REW,"Garage Door Opener, Heat Recovery Ventilator, Oven - Built In, Sprinkler - Fire, Wine Cooler","Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry",1,,,,,,,,
8 1040 W 7th Avenue,"$1,439,000",2,3,Built in 1981 (39 yrs old),"$3,716",$462,Vancouver West,Fairview,Townhouse,Freehold Strata,3 Storey,R2492494,Vincent Lim PREC*,RE/MAX Crest Realty,Jason Lim PREC*,RE/MAX Crest Realty,118 Days on REW,"Fireplace Insert, Garage Door Opener, Oven - Built In, Smoke Alarm","Central Location, Lane Access, Recreation Nearby, Shopping Nearby","Compactor - Garbage, Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Storage",1,,,,,,,,,
407 1575 W 10th Avenue,"$728,000",1,1,Built in 1997 (23 yrs old),"$1,571",$364,Vancouver West,Fairview,Apt/Condo,Leasehold prepaid-Strata,"Inside Unit,Upper Unit",R2486106,Morley Lercher PREC*,Sutton Group-West Coast Realty,136 Days on REW,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Storage",1,,,,,,,,,,,
900 1570 W 7th Avenue,"$948,000",2,2,Built in 2003 (17 yrs old),"$2,738",$490,Vancouver West,Fairview,Apt/Condo,Freehold Strata,Corner Unit,R2481680,Rod MacKay,"Maude, Mackay & Co. Ltd.",147 Days on REW,"Drapes/window Coverings, Garage Door Opener","Adult Oriented, Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Assisted Living, Elevator, Exercise Centre, Independent living, Storage, Wheelchair Access",1,,,,,,,,,,,
1108 W 15th Avenue,"$2,980,000",4,3,66 ft x 101 ft (6705 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver West,Fairview,House,Freehold Strata,Carriage/Coach House,101.6,66.00 feet,R2468124,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,188 Days on REW,Air Conditioning,Bike Room,Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,
12 2366 Birch Street,"$1,869,900",2,1,Built in 2021 (-1 yrs old),$0,$438,Vancouver West,Fairview,Townhouse,Freehold Strata,"Penthouse,Reverse 2 Storey",R2480784,Steve Triantafillou PREC*,Oakwyn Realty Ltd.,John Ly PREC*,Oakwyn Realty Ltd.,153 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Security - Roughed In, Smoke Alarm","Central Location, Recreation Nearby, Shopping Nearby","Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Garden, In Suite Laundry, Storage",Yes,,,,,,,,,
5 2366 Birch Street,"$2,799,900",3,3,Built in 2021 (-1 yrs old),$0,$445,Vancouver West,Fairview,Townhouse,Freehold Strata,"Penthouse,Reverse 2 Storey",R2480791,Steve Triantafillou PREC*,Oakwyn Realty Ltd.,John Ly PREC*,Oakwyn Realty Ltd.,153 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Security - Roughed In, Smoke Alarm","Central Location, Recreation Nearby, Shopping Nearby","Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Garden, In Suite Laundry, Storage",Yes,,,,,,,,,
6 877 W 7th Avenue,"$618,000",1,1,Built in 1986 (34 yrs old),"$1,808",$344,Vancouver West,Fairview,Townhouse,Freehold Strata,2 Storey,R2524094,Lou Cruz,RE/MAX Crest Realty,11 Days on REW,"Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Guest Suite, In Suite Laundry, Storage",1,,,,,,,,,,,
3 2368 Laurel Street,"$865,000",2,2,Built in 1992 (28 yrs old),"$2,408",$439,Vancouver West,Fairview,Townhouse,Freehold Strata,1 Storey,R2524045,Temmy Ylagan,RE/MAX Real Estate Services,11 Days on REW,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby","Refrigerator, Stove",In Suite Laundry,1,,,,,,,,,,,
201 1551 W 11th Avenue,"$549,900",1,1,Built in 1980 (40 yrs old),"$1,524",$332,Vancouver West,Fairview,Apt/Condo,Freehold Strata,1 Storey,R2523077,Sam Mehrbod PREC*,Team 3000 Realty Ltd.,17 Days on REW,"Clothes Washer/Dryer, Dishwasher, Microwave, Refrigerator, Stove","Bike Room, Elevator, In Suite Laundry, Storage",,,,,,,,,,,,,,
107 503 W 16 Avenue,"$1,199,000",3,2,Built in 1993 (27 yrs old),"$2,446",$576,Vancouver West,Fairview,Apt/Condo,Freehold Strata,"End Unit,Ground Level Unit",R2523065,Karen Weiner,eXp Realty,Darcy McLeod PREC*,eXp Realty,17 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System","Central Location, Private Yard, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Exercise Centre, In Suite Laundry, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",1,,,,,,,,,
F7 1100 W 6th Avenue,"$799,000",2,2,Built in 1983 (37 yrs old),"$2,217",$373,Vancouver West,Fairview,Townhouse,Freehold Strata,"Corner Unit,Reverse 2 Storey",R2522475,Kate MacPhail PREC*,RE/MAX Select Realty,19 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, In Suite Laundry, Sauna/Steam Room, Storage",1,,,,,,,,,,,,,
506 181 W 1st Avenue,"$1,478,888",2,2,Built in 2010 (10 yrs old),"$3,616",$774,Vancouver West,False Creek,Apt/Condo,Freehold Strata,Upper Unit,R2522087,Shahlah Bakar,Oakwyn Realty Downtown Ltd.,20 Days on REW,"Drapes/window Coverings, Hot Tub Spa/swirlpool, Oven - Built In, Pantry, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Concierge, Exercise Centre, In Suite Laundry, Indoor Pool, Storage",Yes,,,,,,,,,,,
308 445 W 2nd Avenue,"$768,000",1,1,Built in 2012 (8 yrs old),"$1,963",$395,Vancouver West,False Creek,Apt/Condo,Freehold Strata,Upper Unit,R2524451,Carolina Wang,Jovi Realty (Richmond) Inc.,Michael Hu PREC*,RE/MAX Westcoast,9 Days on REW,"Smoke Alarm, Sprinkler - Fire","Central Location, Private Yard, Recreation Nearby, Shopping Nearby","Dishwasher, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Club House, Concierge, Exercise Centre, In Suite Laundry",,,,,,,,,,
1005 1450 Pennyfarthing Drive,"$1,275,000",2,2,Built in 1983 (37 yrs old),"$3,209",$634,Vancouver West,False Creek,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2523643,Faith Wilson,Faith Wilson Group,13 Days on REW,"Cul-de-Sac, Drapes/window Coverings","Adult Oriented, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Exercise Centre, Indoor Pool, Recreation Center, Sauna/Steam Room, Storage",1,,,,,,,,,,,
1107 159 W 2nd Avenue,"$1,200,000",2,2,Built in 2017 (3 yrs old),"$2,960",$559,Vancouver West,False Creek,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2523583,Pete Shpak PREC*,Oakwyn Realty Ltd.,Lee Bryant PREC*,Oakwyn Realty Ltd.,13 Days on REW,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Concierge, Exercise Centre, In Suite Laundry, Storage",,,,,,,,,,,
506 181 W 1st Avenue,"$1,478,888",2,2,Built in 2010 (10 yrs old),"$3,616",$774,Vancouver West,False Creek,Apt/Condo,Freehold Strata,Upper Unit,R2522087,Shahlah Bakar,Oakwyn Realty Downtown Ltd.,20 Days on REW,"Drapes/window Coverings, Hot Tub Spa/swirlpool, Oven - Built In, Pantry, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Concierge, Exercise Centre, In Suite Laundry, Indoor Pool, Storage",Yes,,,,,,,,,,,
801 1783 Manitoba Street,"$739,000",1,1,Built in 2015 (5 yrs old),"$2,101",$460,Vancouver West,False Creek,Apt/Condo,Freehold Strata,Upper Unit,R2522023,Shawn Brown PREC*,Oakwyn Realty Downtown Ltd.,21 Days on REW,,,,,,,,,,,,,,,,
401 1635 W 3rd Avenue,"$563,800",0,1,Built in 2010 (10 yrs old),"$1,615",$240,Vancouver West,False Creek,Apt/Condo,Freehold Strata,Upper Unit,R2520307,Kevin Seibel PREC*,RE/MAX results realty,Channing Lepp,RE/MAX results realty,Riley Phillips,RE/MAX results realty,31 Days on REW,"Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Disposal - Waste, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Bike Room, Central Airconditioning, Elevator, Exercise Centre, In Suite Laundry",Yes,,,,,,,
